frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid,game_id
132,4.404,9,white,838,1360,0.2462,0.7949,2.43,1.96,74.1,3pt_arc,0,18.9,78.1,,none,0.0,0.0,838.0,1360.0,0,0,left,78.1,430.012336730957,106.3455047607422,667.4250411987305,535.6947174072266,848.0,1376.0,93.38,850.6,-1.92,0,23.14,39.74,23.18,0,4,5,0.867,hand_off,0,0.0,23.5996,,,,,0.0,0.0,drive,,,0.0,0,unknown,76.57227218713757,297.3175830770609,119.08213785264168,DEN#?,,DEN,0,11,1,22400909
135,4.505,2,green,866,1451,0.2544,0.848,0.0,0.0,0.0,3pt_arc,0,,89.8,,none,0.0,0.0,866.0,1451.0,0,0,left,89.8,-15.0,-14.0,732.0,663.0,792.0,1143.0,239.64,928.8,0.0,0,23.91,42.4,25.52,0,4,6,1.0,hand_off,0,0.0,23.4995,,,,,0.0,0.0,half_court,547.984375,557.625,0.5774542705340544,0,unknown,84.50293907476616,293.53265564750177,32.77024395528493,DEN#?,,PHX,0,12,1,22400909
135,4.505,7,white,527,447,0.1548,0.2613,43.22,43.22,251.6,3pt_arc,0,,,,none,0.0,0.0,683.5,906.0,0,0,left,89.8,628.0,292.0,921.0,663.0,792.0,1143.0,239.64,553.7,-21.02,0,14.55,13.06,15.13,0,4,6,1.0,hand_off,0,0.0,23.4995,,,,,0.0,0.0,half_court,,,0.0,0,unknown,84.50293907476616,293.53265564750177,32.77024395528493,DEN#?,,DEN,0,12,1,22400909
135,4.505,9,white,840,1365,0.2468,0.7978,1.8,-0.63,68.2,3pt_arc,1,,89.8,,pass,0.0,0.0,683.5,906.0,0,0,left,89.8,424.7138748168945,107.5275421142578,662.126579284668,536.8767547607422,792.0,1143.0,239.64,855.2,-1.53,0,23.2,39.89,23.32,0,4,6,0.8,hand_off,0,0.0,23.4995,,,,,0.0,0.0,half_court,,,0.0,0,unknown,84.50293907476616,293.53265564750177,32.77024395528493,DEN#?,,DEN,0,12,1,22400909
138,4.605,2,green,866,1449,0.2544,0.8469,0.67,0.67,270.0,3pt_arc,0,61.6,82.6,,none,0.0,0.0,866.0,1449.0,0,0,left,82.6,-12.0,-12.0,736.0,665.0,852.0,1389.0,253.21,927.6,0.43,0,23.91,42.34,25.48,0,4,7,1.0,hand_off,0,131.9,23.3994,,,,,0.0,0.1,half_court,547.984375,557.625,0.5774542705340544,0,unknown,88.9956174843126,251.97974489037392,35.839146815241634,DEN#?,,PHX,0,12,1,22400909
138,4.605,7,white,569,572,0.1672,0.3343,43.96,0.74,71.4,3pt_arc,0,,,,none,0.0,0.0,705.5,971.0,0,0,left,82.6,623.0,294.0,910.0,663.0,852.0,1389.0,253.21,503.3,11.9,0,15.71,16.72,13.35,0,4,7,1.0,hand_off,0,131.9,23.3994,,,,,0.0,0.1,half_court,,,0.0,0,unknown,88.9956174843126,251.97974489037392,35.839146815241634,DEN#?,,DEN,0,12,1,22400909
138,4.605,9,white,842,1370,0.2474,0.8007,1.8,0.0,68.2,3pt_arc,1,21.5,82.6,,none,0.0,0.0,705.5,971.0,0,0,left,82.6,419.415412902832,108.70957946777344,656.8281173706055,538.0587921142578,852.0,1389.0,253.21,859.8,-1.53,0,23.25,40.04,23.45,0,4,7,0.733,hand_off,0,131.9,23.3994,,,,,0.0,0.1,half_court,,,0.0,0,unknown,88.9956174843126,251.97974489037392,35.839146815241634,DEN#?,,DEN,0,12,1,22400909
141,4.705,2,green,868,1455,0.255,0.8504,2.11,1.44,71.6,3pt_arc,0,,82.6,,none,0.0,0.0,868.0,1455.0,0,0,left,82.6,-15.0,-12.0,704.0,664.0,1241.0,2254.0,948.44,932.9,-1.8,0,23.97,42.52,25.64,0,4,8,1.0,hand_off,0,165.7,23.2993,,,,,0.0,0.2,half_court,547.984375,557.625,0.5774542705340544,0,unknown,88.5647588692731,265.5229190641309,100.9752444909147,DEN#?,,PHX,0,12,1,22400909
141,4.705,7,white,580,604,0.1704,0.353,11.28,-32.68,71.0,3pt_arc,0,,,,none,0.0,0.0,712.0,990.0,0,0,left,82.6,620.7011871337891,294.4370422363281,909.5473480224608,664.9754943847656,1241.0,2254.0,948.44,495.4,2.26,0,16.02,17.65,13.04,0,4,8,0.933,hand_off,0,165.7,23.2993,,,,,0.0,0.2,half_court,,,0.0,0,unknown,88.5647588692731,265.5229190641309,100.9752444909147,DEN#?,,DEN,0,12,1,22400909
141,4.705,9,white,844,1376,0.2479,0.8042,2.11,0.31,71.6,3pt_arc,1,,82.6,,none,0.0,0.0,712.0,990.0,0,0,left,82.6,414.11695098876953,109.89161682128906,651.529655456543,539.2408294677734,1241.0,2254.0,948.44,865.0,-1.74,0,23.31,40.21,23.61,0,4,8,0.667,hand_off,0,165.7,23.2993,,,,,0.0,0.2,half_court,,,0.0,0,unknown,88.5647588692731,265.5229190641309,100.9752444909147,DEN#?,,DEN,0,12,1,22400909
144,4.805,3,green,868,1456,0.255,0.851,0.33,-0.42,270.0,3pt_arc,0,56.5,78.4,,none,0.0,0.0,868.0,1456.0,0,0,left,78.4,-15.0,-12.0,695.0,667.0,855.0,1401.0,936.27,933.6,0.21,0,23.97,42.55,25.66,0,4,9,1.0,hand_off,0,165.7,23.1992,,,,,0.0,0.3,half_court,,,0.0,0,unknown,88.26808169921426,264.9291441818137,101.19563012084838,DEN#?,64.0,PHX,0,13,1,22400909
144,4.805,9,white,845,1381,0.2482,0.8071,1.7,-0.41,78.7,3pt_arc,1,22.4,78.4,,none,0.0,0.0,845.0,1381.0,0,0,left,78.4,408.81848907470703,111.07365417480467,646.2311935424805,540.4228668212891,855.0,1401.0,936.27,868.8,-1.27,0,23.33,40.36,23.72,0,4,9,0.6,hand_off,0,165.7,23.1992,,,,,0.0,0.3,half_court,,,0.0,0,unknown,88.26808169921426,264.9291441818137,101.19563012084838,DEN#?,,DEN,0,13,1,22400909
147,4.905,3,green,869,1458,0.2553,0.8521,0.75,0.42,63.4,3pt_arc,1,137.6,76.2,,pass,0.0,0.0,869.0,1458.0,0,0,left,76.2,-15.0,-15.0,684.0,664.0,890.0,1594.0,196.15,935.6,-0.68,0,24.0,42.61,25.72,0,4,10,1.0,hand_off,0,0.0,23.0991,,,,,0.0,0.0,half_court,,,0.0,0,unknown,85.98036746557982,283.8556633788276,88.61966172607772,DEN#?,64.0,PHX,0,14,1,22400909
147,4.905,7,white,579,603,0.1701,0.3524,0.47,-10.81,225.0,3pt_arc,0,,,,none,0.0,0.0,713.0,994.0,0,0,left,76.2,614.2779693603516,296.7408752441406,903.1241302490234,667.2793273925781,890.0,1594.0,196.15,495.1,0.12,0,15.99,17.62,13.03,0,4,10,0.8,hand_off,0,0.0,23.0991,,,,,0.0,0.0,half_court,,,0.0,0,unknown,85.98036746557982,283.8556633788276,88.61966172607772,DEN#?,,DEN,0,14,1,22400909
